Ticker,Company,Pattern,Start Date,End Date,Width,API Start Date,API End Date,Breakout Date,Have Data
MRB,MIRBUD (MRB),double_top,2023-03-19,2023-03-27,8,2023-02-23,2023-04-20,5/2/2023,False
WPL,WIRTUALNA (WPL),rising_wedge,2023-03-09,2023-04-04,26,2022-12-21,2023-06-21,5/2/2023,False
VIN,VINDEXUS (VIN),falling_wedge,2023-02-18,2023-03-13,23,2022-12-11,2023-05-21,5/2/2023,False
CIE,CIECH (CIE),flag,2023-02-13,2023-03-23,38,2022-10-22,2023-07-15,5/2/2023,False
PGE,PGE,falling_wedge,2023-02-27,2023-03-31,32,2022-11-23,2023-07-05,5/2/2023,False
NEU,NEUCA (NEU),double_bottom,2023-01-27,2023-02-15,19,2022-12-01,2023-04-13,5/2/2023,False
VIN,VINDEXUS (VIN),double_bottom,2023-03-19,2023-03-30,11,2023-02-14,2023-05-02,5/2/2023,False
PHN,PHN,falling_wedge,2023-01-25,2023-03-07,41,2022-09-24,2023-07-08,5/2/2023,False
CPS,CYFRPLSAT (CPS),double_bottom,2023-03-18,2023-03-24,6,2023-02-28,2023-04-11,5/2/2023,False
VIN,VINDEXUS (VIN),h&s_bottom,2023-03-11,2023-03-27,16,2023-01-22,2023-05-14,5/2/2023,False
ZUE,ZUE,double_bottom,2023-03-22,2023-03-28,6,2023-03-04,2023-04-15,5/2/2023,False
VIN,VINDEXUS (VIN),inverted_triangle,2023-03-04,2023-03-16,12,2023-01-27,2023-04-21,5/2/2023,False
11B,11BIT (11B),uptrend,2023-01-20,2023-04-21,91,2022-04-22,2024-01-19,,False
ATC,ARCTIC (ATC),downtrend,2023-03-10,2023-04-27,48,2022-10-17,2023-09-18,,False
ATC,ARCTIC (ATC),downtrend,2023-02-27,2023-04-18,50,2022-09-30,2023-09-15,,False
PLW,PLAYWAY (PLW),uptrend,2023-02-18,2023-04-27,68,2022-07-29,2023-11-17,,False
DVL,DEVELIA (DVL),rising_wedge,2022-11-21,2023-01-16,56,2022-06-06,2023-07-03,4/28/2023,False
AML,ALUMETAL (AML),rising_wedge,2022-11-26,2023-03-07,101,2022-01-27,2024-01-04,,False
,WIG-CHEMIA,descending_triangle,2023-02-01,2023-04-26,84,2022-05-25,2024-01-03,,False
,WIG-CHEMIA,triangle,2023-02-04,2023-04-26,81,2022-06-06,2023-12-25,,False
UNI,UNIBEP (UNI),double_top,2023-04-19,2023-04-25,6,2023-04-01,2023-05-13,4/28/2023,False
,WIG-MEDIA,rising_wedge,2022-10-14,2022-11-11,28,2022-07-22,2023-02-03,4/28/2023,False
OBL,ORZBIALY (OBL),falling_wedge,2023-02-14,2023-03-30,44,2022-10-05,2023-08-09,4/28/2023,False
WPL,WIRTUALNA (WPL),rising_wedge,2023-04-04,2023-04-24,20,2023-02-03,2023-06-23,4/28/2023,False
WIG30,WIG30,falling_wedge,2023-01-29,2023-03-14,44,2022-09-19,2023-07-24,4/28/2023,False
FW20,FW20,rising_wedge,2023-03-23,2023-04-07,15,2023-02-06,2023-05-22,4/28/2023,False
LEN,LENA (LEN),h&s_bottom,2022-12-10,2023-02-02,54,2022-07-01,2023-07-14,,False
LEN,LENA (LEN),double_bottom,2023-01-08,2023-02-02,25,2022-10-25,2023-04-18,,False
,WIG-MEDIA,rising_wedge,2023-04-04,2023-04-26,22,2023-01-28,2023-07-01,4/28/2023,False
AML,ALUMETAL (AML),uptrend,2022-11-18,2023-01-27,70,2022-04-22,2023-08-25,,False
AGO,AGORA (AGO),vertical_run_up,2023-03-23,2023-03-31,8,2023-02-27,2023-04-24,,False
XTB,XTB,double_top,2023-03-22,2023-04-20,29,2022-12-25,2023-07-16,,False
WLT,WIELTON (WLT),rising_wedge,2022-11-06,2023-01-10,65,2022-04-25,2023-07-24,4/27/2023,False
ICE,MEDINICE (ICE),inverted_triangle,2023-02-27,2023-04-04,36,2022-11-11,2023-07-21,,False
WLT,WIELTON (WLT),double_top,2023-03-15,2023-04-03,19,2023-01-17,2023-05-30,4/27/2023,False
VRC,VERCOM (VRC),double_top,2022-11-25,2022-12-15,20,2022-09-26,2023-02-13,4/27/2023,False
,WIG-INFO,double_top,2023-03-06,2023-04-26,51,2022-10-04,2023-09-26,,False
VRC,VERCOM (VRC),double_top,2023-01-25,2023-02-13,19,2022-11-29,2023-04-11,4/27/2023,False
MRC,MERCATOR (MRC),h&s_bottom,2022-12-22,2023-01-13,22,2022-10-17,2023-03-20,4/27/2023,False
ULG,ULTGAMES (ULG),falling_wedge,2023-03-03,2023-03-28,25,2022-12-18,2023-06-11,4/27/2023,False
VRC,VERCOM (VRC),rising_wedge,2023-02-09,2023-03-10,29,2022-11-14,2023-06-05,4/27/2023,False
11B,11BIT (11B),triangle,2023-04-08,2023-04-24,16,2023-02-19,2023-06-11,,False
MRC,MERCATOR (MRC),falling_wedge,2023-01-07,2023-01-20,13,2022-11-29,2023-02-28,4/27/2023,False
,WIG-MEDIA,vertical_run_up,2022-11-02,2022-11-07,5,2022-10-18,2022-11-22,4/27/2023,False
LPP,LPP,double_bottom,2023-03-05,2023-03-17,12,2023-01-28,2023-04-22,4/27/2023,False
ATD,ATENDE (ATD),double_bottom,2023-03-22,2023-03-29,7,2023-03-01,2023-04-19,4/27/2023,False
,WIG-ODZIEZ,vertical_run_up,2023-04-18,2023-04-24,6,2023-03-31,2023-05-12,4/27/2023,False
LPP,LPP,triangle,2023-03-17,2023-04-03,17,2023-01-25,2023-05-24,4/27/2023,False
BHW,HANDLOWY (BHW),triangle,2023-03-22,2023-04-06,15,2023-02-05,2023-05-21,4/27/2023,False
,WIG-ODZIEZ,h&s_bottom,2023-03-03,2023-04-12,40,2022-11-03,2023-08-10,4/27/2023,False
BRA,BRASTER (BRA),double_bottom,2023-04-04,2023-04-12,8,2023-03-11,2023-05-06,4/27/2023,False
LPP,LPP,falling_wedge,2023-01-31,2023-02-21,21,2022-11-29,2023-04-25,4/27/2023,False
LPP,LPP,falling_wedge,2023-02-20,2023-04-03,42,2022-10-17,2023-08-07,4/27/2023,False
,WIG-ODZIEZ,flat_base,2023-03-03,2023-04-06,34,2022-11-21,2023-07-17,4/27/2023,False
LPP,LPP,double_bottom,2023-03-26,2023-04-12,17,2023-02-03,2023-06-02,4/27/2023,False
LPP,LPP,double_bottom,2023-02-17,2023-03-02,13,2023-01-09,2023-04-10,4/27/2023,False
LPP,LPP,rising_wedge,2023-03-30,2023-04-17,18,2023-02-04,2023-06-10,4/27/2023,False
LPP,LPP,ascending_triangle,2023-04-01,2023-04-17,16,2023-02-12,2023-06-04,4/27/2023,False
,WIG-SPOZYW,rising_wedge,2023-03-30,2023-04-24,25,2023-01-14,2023-07-08,,False
BML,BIOMEDLUB (BML),falling_wedge,2023-03-04,2023-04-05,32,2022-11-28,2023-07-10,4/27/2023,False
LEN,LENA (LEN),rising_wedge,2023-01-20,2023-03-14,53,2022-08-14,2023-08-20,4/27/2023,False
,WIG-ODZIEZ,rising_wedge,2023-04-04,2023-04-19,15,2023-02-18,2023-06-03,4/27/2023,False
ACT,ACTION (ACT),uptrend,2023-02-27,2023-04-24,56,2022-09-12,2023-10-09,,False
DCR,DECORA (DCR),uptrend,2022-12-22,2023-03-20,88,2022-04-02,2023-12-09,,False
LEN,LENA (LEN),support,2023-01-13,2023-02-02,20,2022-11-14,2023-04-03,,False
LEN,LENA (LEN),support,2023-01-28,2023-04-03,65,2022-07-17,2023-10-15,,False
MSZ,MOSTALZAB (MSZ),uptrend,2023-02-23,2023-04-27,63,2022-08-18,2023-11-02,,False
ZUK,STAPORKOW (ZUK),double_top,2023-03-28,2023-04-13,16,2023-02-08,2023-05-31,4/26/2023,False
BAH,BAHOLDING (BAH),double_bottom,2023-02-17,2023-03-09,20,2022-12-19,2023-05-08,,False
BAH,BAHOLDING (BAH),double_bottom,2023-01-21,2023-02-06,16,2022-12-04,2023-03-26,,False
PXM,POLIMEXMS (PXM),triangle,2023-04-04,2023-04-17,13,2023-02-24,2023-05-26,4/26/2023,False
VOT,VOTUM (VOT),double_top,2023-04-12,2023-04-18,6,2023-03-25,2023-05-06,4/26/2023,False
,WIG-INFO,flat_base,2023-03-04,2023-04-19,46,2022-10-17,2023-09-04,,False
STX,STALEXP (STX),falling_wedge,2023-02-23,2023-04-06,42,2022-10-20,2023-08-10,4/26/2023,False
GTC,GTC,ascending_triangle,2022-12-13,2023-01-17,35,2022-08-30,2023-05-02,4/26/2023,False
GTC,GTC,triangle,2023-01-25,2023-02-13,19,2022-11-29,2023-04-11,4/26/2023,False
GTC,GTC,ascending_triangle,2023-01-23,2023-02-22,30,2022-10-25,2023-05-23,4/26/2023,False
AML,ALUMETAL (AML),uptrend,2023-02-10,2023-04-06,55,2022-08-29,2023-09-18,,False
APR,AUTOPARTN (APR),uptrend,2023-03-16,2023-04-25,40,2022-11-16,2023-08-23,,False
,WIG-INFO,resistance,2023-03-04,2023-04-21,48,2022-10-11,2023-09-12,,False
BDX,BUDIMEX (BDX),double_top,2023-01-21,2023-03-03,41,2022-09-20,2023-07-04,4/25/2023,False
ASE,ASSECOSEE (ASE),h&s_top,2023-02-23,2023-03-16,21,2022-12-22,2023-05-18,,False
,WIG-BUDOW,double_top,2023-03-15,2023-03-30,15,2023-01-29,2023-05-14,4/25/2023,False
WWL,WAWEL (WWL),h&s_top,2022-11-24,2022-12-15,21,2022-09-22,2023-02-16,4/25/2023,False
GTC,GTC,descending_triangle,2022-12-21,2023-04-14,114,2022-01-13,2024-03-21,,False
IFI,IFIRMA (IFI),descending_triangle,2023-03-20,2023-04-03,14,2023-02-06,2023-05-15,4/25/2023,False
APR,AUTOPARTN (APR),double_top,2023-04-13,2023-04-19,6,2023-03-26,2023-05-07,,False
ALL,AILLERON (ALL),ascending_triangle,2023-03-16,2023-03-27,11,2023-02-11,2023-04-29,,False
ASE,ASSECOSEE (ASE),rising_wedge,2023-04-09,2023-04-24,15,2023-02-23,2023-06-08,4/25/2023,False
,WIG-INFO,rising_wedge,2023-03-23,2023-04-04,12,2023-02-15,2023-05-10,4/25/2023,False
ALL,AILLERON (ALL),uptrend,2023-02-16,2023-04-19,62,2022-08-14,2023-10-22,,False
CIE,CIECH (CIE),uptrend,2023-01-12,2023-04-21,99,2022-03-21,2024-02-12,,False
CRJ,CREEPYJAR (CRJ),uptrend,2023-02-04,2023-04-24,79,2022-06-12,2023-12-17,,False
CRJ,CREEPYJAR (CRJ),uptrend,2023-01-01,2023-03-31,89,2022-04-09,2023-12-23,,False
GTC,GTC,support,2023-01-10,2023-04-14,94,2022-04-03,2024-01-21,,False
MLS,MLSYSTEM (MLS),rising_wedge,2022-12-17,2023-04-12,116,2022-01-03,2024-03-25,,False
MLS,MLSYSTEM (MLS),vertical_run_up,2023-04-03,2023-04-11,8,2023-03-10,2023-05-05,,False
AST,ASTARTA (AST),flat_base,2022-11-02,2023-01-27,86,2022-02-17,2023-10-12,4/24/2023,False
ANR,ANSWEAR (ANR),double_top,2023-01-30,2023-02-14,15,2022-12-16,2023-03-31,4/24/2023,False
AST,ASTARTA (AST),rising_wedge,2022-12-04,2023-02-14,72,2022-05-02,2023-09-18,4/24/2023,False
RBW,RAINBOW (RBW),double_top,2023-03-16,2023-04-06,21,2023-01-12,2023-06-08,4/24/2023,False
WLT,WIELTON (WLT),inverted_triangle,2023-01-30,2023-03-08,37,2022-10-11,2023-06-27,4/24/2023,False
BIO,BIOTON (BIO),triangle,2023-01-23,2023-02-20,28,2022-10-31,2023-05-15,4/24/2023,False
BAH,BAHOLDING (BAH),h&s_bottom,2023-01-29,2023-03-06,36,2022-10-13,2023-06-22,,False
VRC,VERCOM (VRC),flat_base,2022-12-05,2023-01-12,38,2022-08-13,2023-05-06,4/24/2023,False
BIO,BIOTON (BIO),descending_triangle,2022-11-06,2022-12-28,52,2022-06-03,2023-06-02,4/24/2023,False
BIO,BIOTON (BIO),triangle,2022-11-03,2022-12-19,46,2022-06-18,2023-05-06,4/24/2023,False
EEX,EKOEXPORT (EEX),h&s_bottom,2023-03-12,2023-04-07,26,2022-12-24,2023-06-24,4/24/2023,False
BBD,BBIDEV (BBD),flat_base,2023-02-21,2023-03-27,34,2022-11-11,2023-07-07,4/24/2023,False
BBD,BBIDEV (BBD),descending_triangle,2023-02-17,2023-03-27,38,2022-10-26,2023-07-19,4/24/2023,False
MDG,MEDICALG (MDG),double_bottom,2023-03-22,2023-04-07,16,2023-02-02,2023-05-25,4/24/2023,False
MDG,MEDICALG (MDG),double_bottom,2023-03-20,2023-03-28,8,2023-02-24,2023-04-21,4/24/2023,False
,WIG-ODZIEZ,double_bottom,2023-03-03,2023-03-14,11,2023-01-29,2023-04-16,4/24/2023,False
CMR,COMARCH (CMR),downtrend,2022-12-24,2023-02-06,44,2022-08-14,2023-06-18,,False
GTC,GTC,support,2022-11-03,2022-11-28,25,2022-08-20,2023-02-11,,False
GTC,GTC,support,2022-11-19,2023-01-20,62,2022-05-17,2023-07-25,,False
PLW,PLAYWAY (PLW),uptrend,2022-12-04,2023-03-28,114,2021-12-27,2024-03-04,,False
ZUK,STAPORKOW (ZUK),uptrend,2023-01-27,2023-04-18,81,2022-05-29,2023-12-17,,False
WPL,WIRTUALNA (WPL),downtrend,2023-02-25,2023-04-14,48,2022-10-04,2023-09-05,,False
BRS,BORYSZEW (BRS),vertical_run_up,2023-03-14,2023-03-22,8,2023-02-18,2023-04-15,,False
BIO,BIOTON (BIO),falling_wedge,2023-01-23,2023-02-10,18,2022-11-30,2023-04-05,4/21/2023,False
ING,INGBSK (ING),ascending_triangle,2023-03-27,2023-04-18,22,2023-01-20,2023-06-23,,False
ULG,ULTGAMES (ULG),double_bottom,2023-04-04,2023-04-12,8,2023-03-11,2023-05-06,,False
,WIG-ODZIEZ,double_bottom,2023-02-17,2023-02-28,11,2023-01-15,2023-04-02,4/21/2023,False
SWIG80,SWIG80,rising_wedge,2023-03-25,2023-04-26,32,2022-12-19,2023-07-31,,False
ZRE,ZREMB (ZRE),vertical_run_up,2023-03-25,2023-03-28,3,2023-03-16,2023-04-06,,False
ALE,ALLEGRO (ALE),rising_wedge,2022-11-16,2023-01-26,71,2022-04-17,2023-08-27,,False
OPN,OPONEO.PL (OPN),pennant,2022-11-23,2022-12-23,30,2022-08-25,2023-03-23,4/20/2023,False
MLS,MLSYSTEM (MLS),rising_wedge,2022-11-08,2022-12-21,43,2022-07-02,2023-04-29,4/20/2023,False
ENA,ENEA (ENA),double_top,2022-12-05,2022-12-12,7,2022-11-14,2023-01-02,4/20/2023,False
WLT,WIELTON (WLT),rising_wedge,2023-03-06,2023-04-05,30,2022-12-06,2023-07-04,4/20/2023,False
ULG,ULTGAMES (ULG),flat_base,2022-10-12,2022-11-07,26,2022-07-26,2023-01-24,4/20/2023,False
ETFBW20LV,ETFBW20LV,vertical_run_up,2023-03-30,2023-04-04,5,2023-03-15,2023-04-19,4/20/2023,False
MBK,MBANK (MBK),descending_triangle,2023-02-16,2023-03-14,26,2022-11-30,2023-05-31,4/20/2023,False
SNX,SUNEX (SNX),double_bottom,2023-02-24,2023-03-17,21,2022-12-23,2023-05-19,4/20/2023,False
KRU,KRUK (KRU),inverted_triangle,2023-03-02,2023-03-14,12,2023-01-25,2023-04-19,4/20/2023,False
SNX,SUNEX (SNX),h&s_bottom,2023-03-06,2023-03-30,24,2022-12-24,2023-06-10,4/20/2023,False
SNX,SUNEX (SNX),double_bottom,2023-02-20,2023-02-27,7,2023-01-30,2023-03-20,4/20/2023,False
,WIG-POLAND,h&s_top,2022-12-09,2022-12-23,14,2022-10-28,2023-02-03,4/20/2023,False
NEU,NEUCA (NEU),double_bottom,2023-01-23,2023-01-31,8,2022-12-30,2023-02-24,4/20/2023,False
ENA,ENEA (ENA),inverted_triangle,2023-02-17,2023-03-10,21,2022-12-16,2023-05-12,4/20/2023,False
,WIG-ODZIEZ,double_bottom,2023-03-20,2023-03-31,11,2023-02-15,2023-05-03,4/20/2023,False
,WIG-ENERG,inverted_triangle,2023-03-22,2023-04-04,13,2023-02-11,2023-05-13,4/20/2023,False
,WIG-ODZIEZ,rising_wedge,2023-03-26,2023-04-12,17,2023-02-03,2023-06-02,4/20/2023,False
WIG20,WIG20,falling_wedge,2023-02-13,2023-02-27,14,2023-01-02,2023-04-10,4/20/2023,False
PEN,PHOTON (PEN),double_bottom,2023-04-04,2023-04-14,10,2023-03-05,2023-05-14,4/20/2023,False
CRJ,CREEPYJAR (CRJ),ascending_channel,2023-02-19,2023-03-10,19,2022-12-24,2023-05-06,4/20/2023,False
CPS,CYFRPLSAT (CPS),downtrend,2023-02-22,2023-04-19,56,2022-09-07,2023-10-04,,False
LTX,LENTEX (LTX),support,2023-03-26,2023-04-19,24,2023-01-13,2023-06-30,,False
PEN,PHOTON (PEN),downtrend,2023-03-08,2023-04-19,42,2022-11-02,2023-08-23,,False
,WIG-MEDIA,resistance,2023-03-23,2023-04-12,20,2023-01-22,2023-06-11,,False
XTB,XTB,h&s_top,2023-03-01,2023-03-23,22,2022-12-25,2023-05-28,,False
OPN,OPONEO.PL (OPN),double_top,2023-02-14,2023-03-10,24,2022-12-04,2023-05-21,,False
IPO,INTERSPPL (IPO),triangle,2022-12-07,2023-01-06,30,2022-09-08,2023-04-06,4/19/2023,False
IPO,INTERSPPL (IPO),h&s_bottom,2023-01-17,2023-02-28,42,2022-09-13,2023-07-04,4/19/2023,False
OPN,OPONEO.PL (OPN),rising_wedge,2023-02-02,2023-03-10,36,2022-10-17,2023-06-26,,False
NWG,NEWAG (NWG),triangle,2023-03-24,2023-04-06,13,2023-02-13,2023-05-15,,False
,WIG-NRCHOM,ascending_channel,2022-12-09,2023-04-03,115,2021-12-29,2024-03-13,4/19/2023,False
BBD,BBIDEV (BBD),resistance,2023-02-21,2023-03-27,34,2022-11-11,2023-07-07,,False
RFK,RAFAKO (RFK),rising_wedge,2023-02-01,2023-03-24,51,2022-09-01,2023-08-24,,False
KRU,KRUK (KRU),double_top,2022-12-11,2022-12-28,17,2022-10-21,2023-02-17,4/18/2023,False
PZU,PZU,flat_base,2023-02-24,2023-04-14,49,2022-09-30,2023-09-08,,False
CLN,CLNPHARMA (CLN),falling_wedge,2023-01-31,2023-02-28,28,2022-11-08,2023-05-23,4/18/2023,False
DVL,DEVELIA (DVL),double_top,2023-02-15,2023-02-22,7,2023-01-25,2023-03-15,4/18/2023,False
,WIG-LEKI,falling_wedge,2023-03-04,2023-04-07,34,2022-11-22,2023-07-18,,False
,WIG-INFO,double_top,2023-02-18,2023-03-10,20,2022-12-20,2023-05-09,,False
STP,STALPROD (STP),double_bottom,2023-02-20,2023-03-01,9,2023-01-24,2023-03-28,4/18/2023,False
WIGDIV,WIGDIV,double_top,2023-02-15,2023-03-02,15,2023-01-01,2023-04-16,4/18/2023,False
WIG30,WIG30,falling_wedge,2023-02-13,2023-02-27,14,2023-01-02,2023-04-10,4/18/2023,False
OPL,ORANGEPL (OPL),descending_channel,2023-02-02,2023-03-10,36,2022-10-17,2023-06-26,4/18/2023,False
,WIG-POLAND,falling_wedge,2023-02-11,2023-02-24,13,2023-01-03,2023-04-04,4/18/2023,False
,WIG-ODZIEZ,falling_wedge,2023-02-22,2023-03-28,34,2022-11-12,2023-07-08,4/18/2023,False
WIG,WIG,falling_wedge,2023-02-13,2023-02-27,14,2023-01-02,2023-04-10,4/18/2023,False
WIGDIV,WIGDIV,rising_wedge,2023-03-23,2023-04-04,12,2023-02-15,2023-05-10,4/18/2023,False
WIGTECH,WIGTECH,h&s_bottom,2023-03-22,2023-04-04,13,2023-02-11,2023-05-13,4/18/2023,False
,WIG-INFO,ascending_channel,2023-03-24,2023-04-07,14,2023-02-10,2023-05-19,4/18/2023,False
ETFBWTECH,ETFBWTECH,double_bottom,2023-04-02,2023-04-12,10,2023-03-03,2023-05-12,4/18/2023,False
WIG,WIG,falling_wedge,2023-01-29,2023-03-14,44,2022-09-19,2023-07-24,4/18/2023,False
,WIG-INFO,falling_wedge,2023-02-16,2023-03-03,15,2023-01-02,2023-04-17,4/18/2023,False
WIGTECH,WIGTECH,double_bottom,2023-04-01,2023-04-12,11,2023-02-27,2023-05-15,4/18/2023,False
LWB,BOGDANKA (LWB),downtrend,2023-02-25,2023-04-17,51,2022-09-25,2023-09-17,,False
PZU,PZU,resistance,2023-01-28,2023-03-07,38,2022-10-06,2023-06-29,,False
PZU,PZU,resistance,2023-02-09,2023-04-14,64,2022-08-01,2023-10-23,,False
KRU,KRUK (KRU),rising_wedge,2022-12-11,2023-03-03,82,2022-04-09,2023-11-04,,False
KRU,KRUK (KRU),rising_wedge,2022-11-13,2023-02-15,94,2022-02-04,2023-11-24,,False
ATC,ARCTIC (ATC),falling_wedge,2023-02-08,2023-03-27,47,2022-09-20,2023-08-15,,False
UNT,UNIMOT (UNT),double_top,2023-02-15,2023-03-01,14,2023-01-04,2023-04-12,,False
UNT,UNIMOT (UNT),double_top,2023-02-02,2023-02-10,8,2023-01-09,2023-03-06,,False
ZUE,ZUE,double_top,2023-01-15,2023-01-31,16,2022-11-28,2023-03-20,,False
,WIG-INFO,double_bottom,2023-03-22,2023-03-31,9,2023-02-23,2023-04-27,4/17/2023,False
,WIG-INFO,rising_wedge,2023-03-25,2023-04-07,13,2023-02-14,2023-05-16,4/17/2023,False
,WIG-INFO,ascending_triangle,2023-03-21,2023-03-31,10,2023-02-19,2023-04-30,4/17/2023,False
ETFBWTECH,ETFBWTECH,falling_wedge,2023-03-17,2023-03-30,13,2023-02-06,2023-05-08,4/17/2023,False
BBD,BBIDEV (BBD),downtrend,2022-11-30,2023-03-09,99,2022-02-06,2023-12-31,,False
CPS,CYFRPLSAT (CPS),downtrend,2023-02-13,2023-04-04,50,2022-09-16,2023-09-01,,False
MAB,MABION (MAB),downtrend,2023-02-16,2023-04-07,50,2022-09-19,2023-09-04,,False
LSI,LSISOFT (LSI),uptrend,2023-01-09,2023-04-05,86,2022-04-26,2023-12-19,,False
WIG,WIG,resistance,2023-02-08,2023-03-08,28,2022-11-16,2023-05-31,,False
,WIG-POLAND,resistance,2023-02-07,2023-03-08,29,2022-11-12,2023-06-03,,False
MDG,MEDICALG (MDG),vertical_run_up,2023-01-31,2023-02-06,6,2023-01-13,2023-02-24,,False
B24,BRAND24 (B24),h&s_top,2022-11-28,2023-01-04,37,2022-08-09,2023-04-25,4/14/2023,False
ALE,ALLEGRO (ALE),falling_wedge,2023-02-22,2023-03-29,35,2022-11-09,2023-07-12,4/14/2023,False
AML,ALUMETAL (AML),rising_wedge,2022-12-02,2023-03-13,101,2022-02-02,2024-01-10,,False
BDX,BUDIMEX (BDX),h&s_top,2022-12-23,2023-02-02,41,2022-08-22,2023-06-05,4/14/2023,False
ALG,AIGAMES (ALG),double_bottom,2022-12-24,2023-01-03,10,2022-11-24,2023-02-02,4/14/2023,False
MON,MONNARI (MON),triangle,2023-03-03,2023-03-23,20,2023-01-02,2023-05-22,4/14/2023,False
DAT,DATAWALK (DAT),double_bottom,2023-04-01,2023-04-07,6,2023-03-14,2023-04-25,4/14/2023,False
NEU,NEUCA (NEU),triangle,2023-02-17,2023-03-28,39,2022-10-23,2023-07-23,4/14/2023,False
PGE,PGE,double_bottom,2023-03-22,2023-03-30,8,2023-02-26,2023-04-23,4/14/2023,False
LEN,LENA (LEN),falling_wedge,2023-03-19,2023-04-14,26,2022-12-31,2023-07-01,,False
K2H,K2HOLDING (K2H),falling_wedge,2023-02-28,2023-03-17,17,2023-01-08,2023-05-07,4/14/2023,False
,WIG-ENERG,double_bottom,2023-03-22,2023-03-30,8,2023-02-26,2023-04-23,4/14/2023,False
,WIG-ENERG,falling_wedge,2023-02-24,2023-03-17,21,2022-12-23,2023-05-19,4/14/2023,False
,WIG-SPOZYW,rising_wedge,2023-03-24,2023-04-07,14,2023-02-10,2023-05-19,4/14/2023,False
ETFBW20TR,ETFBW20TR,downtrend,2023-01-27,2023-03-08,40,2022-09-29,2023-07-06,,False
RNK,RANKPROGR (RNK),downtrend,2023-02-12,2023-04-12,59,2022-08-19,2023-10-06,,False
WIG20SHORT,WIG20SHORT,uptrend,2023-01-27,2023-03-08,40,2022-09-29,2023-07-06,,False
WIG20,WIG20,downtrend,2023-01-27,2023-03-08,40,2022-09-29,2023-07-06,,False
ALR,ALIOR (ALR),rising_wedge,2022-11-22,2023-03-14,112,2021-12-21,2024-02-13,,False
CLN,CLNPHARMA (CLN),rising_wedge,2022-12-02,2023-03-21,109,2022-01-09,2024-02-11,,False
OPL,ORANGEPL (OPL),double_top,2023-02-07,2023-04-12,64,2022-07-30,2023-10-21,,False
OPL,ORANGEPL (OPL),rising_wedge,2022-11-12,2023-02-10,90,2022-02-15,2023-11-07,,False
OPL,ORANGEPL (OPL),rising_wedge,2022-11-18,2023-03-01,103,2022-01-13,2024-01-04,,False
ALE,ALLEGRO (ALE),falling_wedge,2023-02-09,2023-03-30,49,2022-09-15,2023-08-24,4/13/2023,False
BDX,BUDIMEX (BDX),double_top,2023-01-15,2023-02-06,22,2022-11-10,2023-04-13,4/13/2023,False
BDX,BUDIMEX (BDX),double_top,2022-12-21,2023-01-05,15,2022-11-06,2023-02-19,4/13/2023,False
BHW,HANDLOWY (BHW),double_top,2023-02-18,2023-03-08,18,2022-12-26,2023-05-01,,False
IPO,INTERSPPL (IPO),double_bottom,2023-04-01,2023-04-12,11,2023-02-27,2023-05-15,4/13/2023,False
RBW,RAINBOW (RBW),rising_wedge,2023-03-27,2023-04-12,16,2023-02-07,2023-05-30,4/13/2023,False
ERB,ERBUD (ERB),rising_wedge,2023-03-25,2023-04-06,12,2023-02-17,2023-05-12,4/13/2023,False
SWIG80,SWIG80,rising_wedge,2023-02-12,2023-04-12,59,2022-08-19,2023-10-06,,False
,WIG-NRCHOM,rising_wedge,2023-01-30,2023-03-10,39,2022-10-05,2023-07-05,4/13/2023,False
ALE,ALLEGRO (ALE),double_bottom,2023-02-24,2023-03-03,7,2023-02-03,2023-03-24,4/13/2023,False
,WIG-NRCHOM,rising_wedge,2023-02-27,2023-03-17,18,2023-01-04,2023-05-10,4/13/2023,False
GTC,GTC,inverted_triangle,2023-01-07,2023-01-20,13,2022-11-29,2023-02-28,,False
WIGDIV,WIGDIV,rising_wedge,2023-01-24,2023-02-10,17,2022-12-04,2023-04-02,4/13/2023,False
GTC,GTC,inverted_triangle,2022-12-20,2023-01-20,31,2022-09-18,2023-04-23,,False
WIG30,WIG30,downtrend,2023-01-27,2023-03-08,40,2022-09-29,2023-07-06,,False
EAH,ESOTIQ (EAH),vertical_run_up,2022-10-28,2022-11-08,11,2022-09-25,2022-12-11,4/12/2023,False
CAR,INTERCARS (CAR),rising_wedge,2023-02-08,2023-03-30,50,2022-09-11,2023-08-27,,False
ACT,ACTION (ACT),double_top,2023-03-17,2023-04-04,18,2023-01-22,2023-05-28,,False
CAR,INTERCARS (CAR),double_top,2023-03-22,2023-04-04,13,2023-02-11,2023-05-13,,False
ALG,AIGAMES (ALG),triangle,2023-01-25,2023-03-07,41,2022-09-24,2023-07-08,4/12/2023,False
PHR,PHARMENA (PHR),descending_triangle,2023-02-12,2023-03-09,25,2022-11-29,2023-05-23,4/12/2023,False
,WIG-NRCHOM,rising_wedge,2023-01-29,2023-02-23,25,2022-11-15,2023-05-09,4/12/2023,False
PHR,PHARMENA (PHR),triangle,2023-01-20,2023-02-21,32,2022-10-16,2023-05-28,4/12/2023,False
ABS,ASSECOBS (ABS),double_top,2023-03-14,2023-03-28,14,2023-01-31,2023-05-09,,False
,WIG-MOTO,double_top,2023-03-11,2023-03-17,6,2023-02-21,2023-04-04,,False
PHR,PHARMENA (PHR),descending_triangle,2023-01-22,2023-02-24,33,2022-10-15,2023-06-03,4/12/2023,False
